nid,type,min,max,ntpop,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
MN,IMPORTER,2050567,4020684,2071017,2078276,2057800,2050567,2050696,2056664,2075645,2144467,2290894,2511320,2835428,3212717,3565946,3814663,3927681,3932785,3848033,3688877,3438159,3101993,2762631,2496753,2325363,2214038,2139606,2090722,2061961,2051769,2052846,2060678,2080451,2149394,2296632,2520568,2839625,3210393,3554428,3801374,3911147,3913675,3828628,3673683,3435408,3114774,2787255,2527596,2353982,2236157,2154138,2098107,2064606,2051786,2051324,2058952,2080471,2154614,2311711,2547822,2888116,3284591,3649295,3906165,4019265,4020684,3935478,3777076,3524339,3182228,2833283,2557909,2374699,2249706,2162936,2102609,2066425,2052538,2052460,2059932,2081759,2156478,2312755,2544516,2869287,3252711,3611717,3866176,3975951,3973611,3886136,3730033,3486478,3160386,2829872,2566310,2389156,2265562,2176818,2112950,2071719,2053952,2051685,2060743,2084943,2157477,2306170,2528046,2841076,3208883,3487017,3704638,3800894,3786805,3688943,3533429,3318619,3047743,2777014,2556015,2398388,2279902,2184366,2132003,2093520,2068891,2056034,2054059,2059758,2077301,2112198,2166189,2241778,2334741,2432400,2513425,2567377,2594855,2599727,2584354,2547989,2492915,2427628,2363355,2303659,2245403,2190625,2144292,2108152,2080949,2062208,2053001,2052203,2058781,2076400,2107084,2154790,2219782,2293133,2351420,2403811,2441936,2464617,2465056,2438820,2388930,2325054,2263726,2209390,2158612,2113245
